sp001-000001_RV_01_1-17	मातापितृभ्याम् जगतो नमो वामार्धजानये
sp001-000195_RV_01_1-17	सप्तम्युपमान इत्यादिना उत्तरपदलोपी बहुव्रीहिः
sp001-000196_RV_01_1-17	शालो वृक्ष इव प्रांशुः उन्नतः शालप्रांशुः
sp001-000197_RV_01_1-17	प्राकारवृक्षयोः शालः शालः सर्जतरुः स्मृतः
sp001-000198_RV_01_1-17	इति यादवः
sp001-000199_RV_01_1-17	उच्चप्रांशून्नतोदग्रोच्छ्रितास्तुङ्गे इत्यमरः
sp001-000200_RV_01_1-17	महाभुजो महाबाहुः
sp001-000201_RV_01_1-17	आत्मकर्मक्षमम् स्वव्यापारानुरूपम् देहम् आश्रितः प्राप्तः क्षात्रः क्षत्रसम्बन्धी धर्म इव स्थितः
sp001-000202_RV_01_1-17	मूर्तिमान् पराक्रम इव स्थितः इत्युत्प्रेक्षा
sp001-000203_RV_01_1-17	सर्वेति
sp001-000204_RV_01_1-17	सर्वातिरिक्तसारेण सर्वेभ्यः भूतेभ्यः अधिकबलेन
sp001-000205_RV_01_1-17	सारो बले स्थिरांशे च इत्यमरः
sp001-000206_RV_01_1-17	सर्वाणि भूतानि तेजसा अभिभवतीति सर्वतेजोभिभावी तेन
sp001-000207_RV_01_1-17	सर्वेभ्यः उन्नतेन आत्मना शरीरेण
sp001-000208_RV_01_1-17	आत्मा देहे धृतौ जीवे स्वभावे परमात्मनि इति विश्वः
sp001-000209_RV_01_1-17	मेरुः इव
sp001-000210_RV_01_1-17	उर्वीम् क्रान्त्वा आक्रम्य स्थितः
sp001-000211_RV_01_1-17	मेरावपि विशेषणानि तुल्यानि
sp001-000212_RV_01_1-17	अष्टाभिश्च सुरेन्द्राणाम् मात्राभिर्निर्मितो नृपः
sp001-000213_RV_01_1-17	तस्माद् अभिभवत्येष सर्वभूतानि तेजसा इति मनुवचनात् राज्ञः सर्वतेजोभिभावित्वम् ज्ञेयम्
sp001-000214_RV_01_1-17	आकारेति
sp001-000215_RV_01_1-17	आकारेण मूर्त्या सदृशी प्रज्ञा यस्य सः प्रज्ञया सदृशागमः प्रज्ञानुरूप शास्त्रपरिश्रमः
sp001-000216_RV_01_1-17	आगमैः सदृशः आरम्भः कर्म यस्य स तथोक्तः
sp001-000217_RV_01_1-17	आरभ्यत इत्यारम्भः कर्म
sp001-000218_RV_01_1-17	तत्सदृशः उदयः फलासिद्धिः यस्य स तथोक्तः
sp001-000219_RV_01_1-17	भीमेति
sp001-000220_RV_01_1-17	भीमैश्च कान्तैश्च नृपगुणैः राजगुणैः तेजःप्रतापादिभिः
sp001-000221_RV_01_1-17	कुलशीलदाक्षिण्यादिभिश्च सः दिलीपः उपजीविनाम् आश्रितानाम्
sp001-000222_RV_01_1-17	यादोभिः जलजीवैः
sp001-000223_RV_01_1-17	यादांसिजलजन्तवः इत्यमरः
sp001-000224_RV_01_1-17	रत्नैश्च अर्णव इव
sp001-000225_RV_01_1-17	अधृष्यः अनभिभवनीयः अभिगम्यः आश्रयणीयश्च बभूव
sp001-000226_RV_01_1-17	रेखेति
sp001-000227_RV_01_1-17	नियन्तुः शिक्षकस्य सारथेश्च तस्य दिलिपस्य सम्बन्धिन्यः
sp001-000228_RV_01_1-17	नेमीनाम् चक्रधाराणाम् वृत्तिरिव वृत्तिः व्यापारो यासाम् ताः
sp001-000229_RV_01_1-17	चक्रधारा प्रतिर्नेमिः इति यादवः
sp001-000230_RV_01_1-17	चक्रम् रथाङ्गम् तस्यान्ते नेमिः स्त्री स्यात्प्रधिःपुमान् इत्यमरः
sp001-000231_RV_01_1-17	प्रजाः आ मनोः मनुमारभ्य इत्यभिविधिः
sp001-000232_RV_01_1-17	पदद्वयम् चैतत्
sp001-000233_RV_01_1-17	समासस्य विभाषितत्वात्
sp001-000234_RV_01_1-17	क्षुण्णात् अभ्यस्तात् प्रहताच्च वर्त्मनः आचारपद्धतेः अध्वनश्च परम् अधिकम्
sp001-000235_RV_01_1-17	इतस्तत इत्यर्थः
sp001-000236_RV_01_1-17	रेखा प्रमाणम् अस्येति रेखामात्रम् रेखाप्रमाणम्
sp001-000237_RV_01_1-17	ईषदपीत्यर्थः
sp001-000238_RV_01_1-17	प्रमाणे द्वयसज्दघ्नञ्मात्रचः इत्यनेन मात्रच्प्रत्ययः
sp001-000239_RV_01_1-17	परशब्दविशेषणम् चैतत्
sp001-000240_RV_01_1-17	न व्यतीयुः नातिक्रान्तवत्यः
sp001-000241_RV_01_1-17	कुशलसारथिप्रेषिता रथनेमय इव तस्य प्रजाः पुर्वक्षुण्णामार्गम् न जहुरिति भावः
sp001-000242_RV_01_18-25	प्रजानाम् इति
sp001-000243_RV_01_18-25	स राजा प्रजानाम् भूत्या अर्थाय भूत्यर्थम् वृद्ध्यर्थमेव
sp001-000244_RV_01_18-25	अर्थेन सह नित्यसमासः सर्वोलिङ्गता चु वक्तव्या
sp001-000245_RV_01_18-25	ग्रहणक्रियाविशेषणम् चैतत्
sp001-000246_RV_01_18-25	ताभ्यः प्रजाभ्यः वलिम् षष्ठांशरूपम् करम् अग्रहीत्
sp001-000247_RV_01_18-25	भागधेयः करो बलिः इत्यमरः
sp001-000248_RV_01_18-25	तथाहि
sp001-000249_RV_01_18-25	रविः सहस्रम् गुणाः यस्मिन्कर्मणि तद्यथा तथा सहस्रगुणम् सहस्रधा उत्स्रष्टुम् दातुम्
sp001-000250_RV_01_18-25	उत्सर्जनक्रियाविशेषणम् चैतत्
sp001-000251_RV_01_18-25	रसम् अम्बु आदत्ते गृह्णाति
sp001-000252_RV_01_18-25	रसो गन्धे रसे स्वादे तिक्तादौ विषयोगयोः
sp001-000253_RV_01_18-25	शृङ्गारादौ द्रवे वीर्ये देहधात्वम्बुपारदे
sp001-000254_RV_01_18-25	इति विश्वः
sp001-000255_RV_01_18-25	सम्प्रति बुद्धिशौर्यसम्पन्नस्य तस्य अर्थसाधनेषु परानपेक्षत्वम् आह
sp001-000256_RV_01_18-25	सेनेति
sp001-000257_RV_01_18-25	तस्य राज्ञः सेना चतुरङ्गबलम्
sp001-000258_RV_01_18-25	परिच्छाद्यते अनेनेति परिच्छद उपकरणम् बभूव
sp001-000259_RV_01_18-25	छत्रचामरादितुल्यम् अभूत् इत्यर्थः
sp001-000260_RV_01_18-25	पुंसि सञ्ज्ञायाम् घः प्रायेण इति घप्रत्ययः
sp001-000261_RV_01_18-25	छादेर्घेऽद्युपसर्गस्य इति उपधाह्रस्वः
sp001-000262_RV_01_18-25	अर्थस्य प्रयोजनस्य तु साधनम् द्वयमेव
sp001-000263_RV_01_18-25	शास्त्रेषु अकुण्ठिता अव्याहता बुद्धिः
sp001-000264_RV_01_18-25	व्यापृता इत्यपि पाठः
sp001-000265_RV_01_18-25	धनुषि आतता आरोपिता
sp001-000266_RV_01_18-25	मौर्वी ज्या च
sp001-000267_RV_01_18-25	मौर्वी ज्या शिञ्जिनी गुणः इत्यमरः
sp001-000268_RV_01_18-25	नीतिपुरःसरमेव तस्य शौर्यम् अभूदित्यर्थः
sp001-000269_RV_01_18-25	राज्यमूलम् मन्त्रसंरक्षणम् तस्य आसीदित्याह
sp001-000270_RV_01_18-25	तस्येति
sp001-000271_RV_01_18-25	संवृतमन्त्रस्य गुप्तविचारस्य
sp001-000272_RV_01_18-25	वेदभेदे गुप्तवादे मन्त्रः इत्यमरः
sp001-000273_RV_01_18-25	शोकहर्षादिसूचको भ्रुकुटीमुखरागादिः आकारः
sp001-000274_RV_01_18-25	इङ्गितम् चेष्टितम् हृदयगतविकारो वा
sp001-000275_RV_01_18-25	इङ्गिते हृद्गतो भावो बहिराकार आकृतिः इति सज्जनः
sp001-000276_RV_01_18-25	गूढे आकारेङ्गिते यस्य
sp001-000277_RV_01_18-25	स्वभावचापलात् भ्रमपरम्परया मुखरागादिलिङ्गैः वा अतृतीयगामिमन्त्रस्य तस्य
sp001-000278_RV_01_18-25	प्रारभ्यन्त इति प्रारम्भाः सामाद्युपायप्रयोगाः
sp001-000279_RV_01_18-25	प्रागित्यव्ययेन पूर्वजन्मोच्यते
sp001-000280_RV_01_18-25	तत्र भवाः प्राक्तनाः
sp001-000281_RV_01_18-25	सायञ्चिरम्प्राह्णेप्रगेऽव्ययेभ्यष्ट्युट्युलौ तुट् च इत्यनेन ट्युल्प्रत्ययः
sp001-000282_RV_01_18-25	संस्काराः पूर्वकर्मवासनाः इव फलेन कार्येण अनुमेयाः अनुमातुम् योग्याः आसन्
sp001-000283_RV_01_18-25	अत्र याज्ञवल्क्यः मन्त्रमूलम् यतो राज्यम् अतो मन्त्रम् सुरक्षितम्
sp001-000284_RV_01_18-25	कुर्याद्यथा तन्न विदुः कर्मणा माफलोदयात् इति
sp001-000285_RV_01_18-25	जुगोपेति
sp001-000286_RV_01_18-25	अत्रस्तः अभीतः सन्
sp001-000287_RV_01_18-25	त्रस्तो भीरुभीरुकभीलुकाः इत्यमरः
sp001-000288_RV_01_18-25	त्रासोपाधिम् अन्तरेणैव त्रिवर्गसिद्धेः प्रथमसाधनत्वादेव आत्मानम् शरीरम् जुगोप रक्षितवान्
sp001-000289_RV_01_18-25	अनातुरः अरुग्ण एव धर्मम् सुकृतम् भेजे
sp001-000290_RV_01_18-25	अर्जितवानित्यर्थः
sp001-000291_RV_01_18-25	अगृध्नुः अगर्धनशील एव अर्थम् आददे स्वीकृतवान्
sp001-000292_RV_01_18-25	गृध्नुस्तु गर्धनः
sp001-000293_RV_01_18-25	लुब्धोऽभिलाषुकस्तृष्णक्समौ लोलुपलोलुभौ इत्यमरः
sp001-000294_RV_01_18-25	त्रसिगृधिधृषिक्षिपेः क्नुः इति क्नुप्रत्ययः
