sp001-000001_RV_01_1-17	mAtApitfByAm jagato namo vAmArDajAnaye
sp001-000032_RV_01_1-17	vakArasya amftabIjatvAt pracayagamanAdisidDiH
sp001-000033_RV_01_1-17	samprati kaviH svAhaNkAram pariharati kva sUrya ityAdiSlokadvayena
sp001-000034_RV_01_1-17	kveti praBavati asmAditi praBavaH kAraRam
sp001-000035_RV_01_1-17	fdorap
sp001-000036_RV_01_1-17	akartari ca kArake sajYAyAm iti sADuH
sp001-000037_RV_01_1-17	sUryaH praBavaH yasya saH sUryapraBavo vaMSaH kva
sp001-000038_RV_01_1-17	alpo vizayaH jYeyaH arTaH yasyAH sA me matiH prajYA ca kva
sp001-000039_RV_01_1-17	dvO kvaSabdO mahadantaram sUcayataH
sp001-000040_RV_01_1-17	sUryavaMSam Akalayitum na Saknomi ityarTaH
sp001-000041_RV_01_1-17	taTA ca tadvizayaprabanDanirUpaRam tu dUrApAstam iti BAvaH
sp001-000042_RV_01_1-17	taTAhi
sp001-000043_RV_01_1-17	dustaram taritum aSakyam
sp001-000044_RV_01_1-17	IzadduHsuzu ityAdinA KalpratyayaH
sp001-000045_RV_01_1-17	sAgaram mohAt ajYAnAt uqupena plavena
sp001-000046_RV_01_1-17	uqupam tu plavaH kolaH ityamaraH
sp001-000047_RV_01_1-17	aTavA carmA vanadDena yAnapAtreRa
sp001-000048_RV_01_1-17	carmAvanadDamuqupam plavaH kAzWam karaRqavat iti saYjanaH
sp001-000049_RV_01_1-17	titIrzuH tarItum icCuH asmi BavAmi
sp001-000050_RV_01_1-17	tarateH sannantAt upratyayaH
sp001-000051_RV_01_1-17	alpasADanEH aDikAramBo na sukara iti BAvaH
sp001-000052_RV_01_1-17	idam ca vaMSotkarzakaTanam saprabanDamahattvArTameva
sp001-000053_RV_01_1-17	taduktam pratipAdyamahimnA ca prabanDo hi mahattaraH iti
sp001-000054_RV_01_1-17	manda iti
sp001-000055_RV_01_1-17	kim ca mando mUQaH
sp001-000056_RV_01_1-17	muQAlpApawunirBAgyA mandAH syuH ityamaraH
sp001-000057_RV_01_1-17	taTApi kaviyaSaHprArTI
sp001-000058_RV_01_1-17	kavInAm yaSaH kAvyanirmARena jAtam tatprArTanASIloऽham prAMSunA unnatapuruzeRa laBye prApye Pale Palavizaye loBAt udbAhuH
sp001-000059_RV_01_1-17	PalagrahaRAya ucCritahastaH vAmanaH KarvaH iva
sp001-000060_RV_01_1-17	Karvo hrasvaSca vAmanaH ityamaraH
sp001-000061_RV_01_1-17	upahAsyatAm upahAsavizayatAm
sp001-000062_RV_01_1-17	fhalorRyat iti RyatpratyayaH
sp001-000063_RV_01_1-17	gamizyAmi prApsyAmi
sp001-000064_RV_01_1-17	mandaScettarhi tyajyatAm ayam udyoga ityata Aha
sp001-000065_RV_01_1-17	aTaveti
sp001-000066_RV_01_1-17	aTavA pakzAntare
sp001-000067_RV_01_1-17	pUrvEH sUriBiH kaviBiH vAlmIkyAdiBiH kftavAgdvAre
sp001-000068_RV_01_1-17	kftam rAmAyaRAdiprabanDarUpA yA vAk sEva dvAram praveSaH yasya tasmin
sp001-000069_RV_01_1-17	asmin sUryapraBave vaMSe kule
sp001-000070_RV_01_1-17	janmana ekalakzaRaH santAno vaMSaH
sp001-000071_RV_01_1-17	vajreRa maRiveDakasUcIviSezeRa
sp001-000072_RV_01_1-17	vajram tvastrI kuliSaSastrayoH
sp001-000073_RV_01_1-17	maRiveDe ratnaBede iti keSavaH
sp001-000074_RV_01_1-17	samutkIrRe vidDe maRO ratne sUtrasyeva me mama gatiH saYcAraH asti
sp001-000075_RV_01_1-17	varRanIye raGuvaMSe mama vAkprasaraH astItyarTaH
sp001-000076_RV_01_1-17	evam raGuvaMSe labDapraveSaH tadvarRanAm pratijAnAnaH soऽham ityAdiBiH paYcamiH SlokEH kulakena Aha
sp001-000077_RV_01_1-17	sa iti
sp001-000078_RV_01_1-17	soऽham
sp001-000079_RV_01_1-17	raGuRAm anvayam vakzye ityuttareRa sambanDaH
sp001-000080_RV_01_1-17	kiMviDAnAm raGuRAm ityatra uttarARi viSezaRAni yojyAni
sp001-000081_RV_01_1-17	A janmanaH
sp001-000082_RV_01_1-17	janmAraBya ityarTaH
sp001-000083_RV_01_1-17	AN maryAdABiviDyoH ityavyayIBAvaH
sp001-000084_RV_01_1-17	SudDAnAm
sp001-000085_RV_01_1-17	supsupeti samAsaH
sp001-000086_RV_01_1-17	evam uttaratrApi drazwavyam
sp001-000087_RV_01_1-17	AjanmaSudDAnAm
sp001-000088_RV_01_1-17	nizekAdisarvasaMskArasampannAnAm ityarTaH
sp001-000089_RV_01_1-17	APalodayam APalasidDeH karma yezAm te taToktAH tezAm
sp001-000090_RV_01_1-17	prArabDAntagAminAm ityarTaH
sp001-000091_RV_01_1-17	Asamudram kziteH ISAnAm
sp001-000092_RV_01_1-17	sArvaBOmARAmityarTaH
sp001-000093_RV_01_1-17	AnAkam raTavartma yezAm tezAm
sp001-000094_RV_01_1-17	indrasahacAriRAm ityarTaH
sp001-000095_RV_01_1-17	atra sarvatra ANgo aBiviDyarTatvam drazwavyam
sp001-000096_RV_01_1-17	anyaTA maryAdArTatve janmAdizu SudDyaBAvaprasaNgAt
sp001-000097_RV_01_1-17	yaTeti
sp001-000098_RV_01_1-17	viDim anatikramya yaTAviDi
sp001-000099_RV_01_1-17	yaTAsAdfSye ityavyayIBAvaH
sp001-000100_RV_01_1-17	taTA hutaSabdena supsupeti samAsaH
sp001-000101_RV_01_1-17	evam yaTAkAmArcita ityAdInAm api drazwavyam
sp001-000102_RV_01_1-17	yaTAviDi hutA agnayaH yEstezAm
sp001-000103_RV_01_1-17	yaTAkAmam aBilAzamanatikramya arcitArTinAm
sp001-000104_RV_01_1-17	yaTAparADam aparADam anatikramya daRqo yezAm tezAm
sp001-000105_RV_01_1-17	yaTAkAlam kAlam anatikramya praboDinAm praboDanaSIlAnAm
sp001-000106_RV_01_1-17	caturBiH viSezaREH devatA yajanArTisatkAradaRqaDaratvaprajApAlanasamaya jAgarUkatvAdIni vivakzitAni
sp001-000107_RV_01_1-17	tyAgAyeti
sp001-000108_RV_01_1-17	tyAgAya satpAtre viniyogaH tyAgaH tasmE
sp001-000109_RV_01_1-17	tyAgo vihApitam dAnam ityamaraH
sp001-000110_RV_01_1-17	samBftArTAnAm saYcitaDanAnAm
sp001-000111_RV_01_1-17	na tu durvyApArAya
sp001-000112_RV_01_1-17	satyAya mitaBAziRAm mitaBAzaRaSIlAnAm
sp001-000113_RV_01_1-17	na tu parABavAya
sp001-000114_RV_01_1-17	yaSase kIrtaye
sp001-000115_RV_01_1-17	yaSaH kIrtiH samajYA ca ityamaraH
sp001-000116_RV_01_1-17	vijigIzURAm vijetum icCUnAm
sp001-000117_RV_01_1-17	na tvarTasaNgrahAya
sp001-000118_RV_01_1-17	prajAyE santAnAya gfhameDinAm
sp001-000119_RV_01_1-17	dAraparigrahARAm
sp001-000120_RV_01_1-17	na tu kAmopaBogAya
sp001-000121_RV_01_1-17	atra tyAgAya ityAdizu caturTItadarTa ityAdinA
sp001-000122_RV_01_1-17	tAdarTye caturTIsamAsaviDAnAjjYApakAt caturTI
sp001-000123_RV_01_1-17	gfhEH dArEH meDante saNgacCanta iti gfhameDinaH
sp001-000124_RV_01_1-17	dArezvapigfhAH puMsI ityamaraH
sp001-000125_RV_01_1-17	jAyA ca gfhiRI gfham iti halAyuDaH
sp001-000126_RV_01_1-17	meDf saNgame iti DAtoH RiniH
sp001-000127_RV_01_1-17	eBiH viSezaREH paropakAritvam satyavacanatvam yaSaHparatvam pitfRAm SudDatvam ca vivakzitAni
sp001-000128_RV_01_1-17	SESava iti
sp001-000129_RV_01_1-17	SiSorBAvaH SESavam bAlyam
sp001-000130_RV_01_1-17	prARaBfYjAtivayovajanodgAtra itya YpratyayaH
sp001-000131_RV_01_1-17	SiSutvam SESavam bAlyam ityamaraH
sp001-000132_RV_01_1-17	tasminvayasi ayaByastavidyAnAm
sp001-000133_RV_01_1-17	etena brahmacaryASramaH vivakzitaH
sp001-000134_RV_01_1-17	yUno BAvaH yOvanam tAruRyam
sp001-000135_RV_01_1-17	yuvAditvAt aRpratyayaH
sp001-000136_RV_01_1-17	tAruRyam yOvanam same ityamaraH
sp001-000137_RV_01_1-17	tasminvayasi vizayEziRAm BogABilAziRAm
sp001-000138_RV_01_1-17	etena gfhasTASramo vivakzitaH
sp001-000139_RV_01_1-17	vfdDasya BAvo vArdDakam vfdDatvam
sp001-000140_RV_01_1-17	dvandvamanojYAdiByaSca iti uYpratyayaH
sp001-000141_RV_01_1-17	vArdDakam vfdDasaNGAte vfdDatve vfdDakarmaRi iti viSvaH
sp001-000142_RV_01_1-17	saNGAtArTe ca vfdDAcca iti vaktavyAt sAmUhiko uY
sp001-000143_RV_01_1-17	tasmin vArDake vayasi munInAm vfttiriva vfttiH yezAm tezAm
sp001-000144_RV_01_1-17	etena vAnaprasTASramo vivakzitaH
sp001-000145_RV_01_1-17	ante SarIratyAgakAle yogena paramAtmaDyAnena
sp001-000146_RV_01_1-17	yogaH sannahanopAyaDyAnasaNgatiyuktizu ityamaraH
sp001-000147_RV_01_1-17	tanum deham tyajantIti tanutyajAm dehatyAginAm
sp001-000148_RV_01_1-17	kAyo dehaH klIvapuMsoH striyAm mUrtistanustanUH ityamaraH
sp001-000149_RV_01_1-17	anyeByoऽpi dfSyate iti kvip
sp001-000150_RV_01_1-17	etena BikzvASramo vivakzitaH
sp001-000151_RV_01_1-17	raGuRAm iti
sp001-000152_RV_01_1-17	soऽham labDapraveSaH
sp001-000153_RV_01_1-17	tanuvAgviBavoऽpi svalpavARIprasAroऽpi san
sp001-000154_RV_01_1-17	tezAm raGURAm guREH tadguREH
sp001-000155_RV_01_1-17	AjanmaSudDyAdiBiH kartfBiH karRam mama Srotram Agatya cApalAya
sp001-000156_RV_01_1-17	cApalam capalakarma avimfSyakaraRarUpam kartum
sp001-000157_RV_01_1-17	yuvAditvAt karmaRi aR
sp001-000158_RV_01_1-17	kriyArTopapadasya ca karmaRi sTAninaH ityanena caturTI
sp001-000159_RV_01_1-17	pracoditaH preritaH san
sp001-000160_RV_01_1-17	raGURAm anvayam tadvizayaprabanDam vakzye
sp001-000161_RV_01_1-17	samprati svapravanDaparIkzArTa sataH prArTayate
sp001-000162_RV_01_1-17	tamiti
sp001-000163_RV_01_1-17	tam raGuvaMSAKyam prabanDam sadasatoH guRadozayoH vyakteH hetavaH kartAraH santaH Srotum arhanti
sp001-000164_RV_01_1-17	taTAhi
sp001-000165_RV_01_1-17	hemnaH viSudDiH nirdozasvarUpam SyAmikApi lohAntarasaMsargAtmako dozaH api vA agnO saMlakzyate nAnyatra
sp001-000166_RV_01_1-17	tadvat atrApi santa eva guRadozavivekADikAriRaH
sp001-000167_RV_01_1-17	nAnya iti BAvaH
sp001-000168_RV_01_1-17	vEvasvata iti
sp001-000169_RV_01_1-17	manasaH IziRo manIziRo DIrAH
sp001-000170_RV_01_1-17	vidvAMsa iti yAvat
sp001-000171_RV_01_1-17	pfzodarAditvAtsADuH
sp001-000172_RV_01_1-17	tezAm mAnanIyaH pUjyaH
sp001-000173_RV_01_1-17	CandasAm vedAnAm
sp001-000174_RV_01_1-17	CandaH padye ca vede ca iti viSvaH
sp001-000175_RV_01_1-17	praRavaH oNkAraH iva
sp001-000176_RV_01_1-17	mahIm kziyanti ISata iti mahIkzitaH kzitISvarAH
sp001-000177_RV_01_1-17	kziDAtoH ESvaryArTAt kvip tugAgamaSca
sp001-000178_RV_01_1-17	tezAm AdyaH AdiBUtaH
sp001-000179_RV_01_1-17	vivasvataH sUryasya apatyam pumAn vEvasvato nAma vEvasvata iti prasidDaH manuH AsIt
sp001-000180_RV_01_1-17	taditi
sp001-000181_RV_01_1-17	SudDiH asya astIti SudDimAn
sp001-000182_RV_01_1-17	tasmin SudDimati tadanvaye tasya manoH anvaye vaMSe
sp001-000183_RV_01_1-17	anvavAyo anvayo vaMSo gotram cABijanam kulam iti halAyuDaH
sp001-000184_RV_01_1-17	atiSayena SudDimAn SudDimattaraH
sp001-000185_RV_01_1-17	dvivacanaviBajyopa pada ityAdinA tarap
sp001-000186_RV_01_1-17	dilIpa iti prasidDo rAjA induH iva rAjenduH rAjaSrezWaH
sp001-000187_RV_01_1-17	upamitam vyAGrAdiBiH ityAdinA samAsaH
sp001-000188_RV_01_1-17	kzIraniDO induH iva prasUto jAtaH
sp001-000189_RV_01_1-17	vyUQa ityAdi triBiH SlokEH dilIpam viSinazwi
sp001-000190_RV_01_1-17	vyUQeti
sp001-000191_RV_01_1-17	vyuQam vipulam uro yasya sa vyUQoraskaH
sp001-000192_RV_01_1-17	uraHpraBftiByaH kap iti kapprattayaH
sp001-000193_RV_01_1-17	vyUQam vipulam Badram sTAram samam varizWam ca iti yAdavaH
sp001-000194_RV_01_1-17	vfzasya skanDa iva skanDo yasya sa taTA
sp001-000195_RV_01_1-17	saptamyupamAna ityAdinA uttarapadalopI bahuvrIhiH
sp001-000196_RV_01_1-17	SAlo vfkza iva prAMSuH unnataH SAlaprAMSuH
sp001-000197_RV_01_1-17	prAkAravfkzayoH SAlaH SAlaH sarjataruH smftaH
sp001-000198_RV_01_1-17	iti yAdavaH
sp001-000199_RV_01_1-17	uccaprAMSUnnatodagrocCritAstuNge ityamaraH
sp001-000200_RV_01_1-17	mahABujo mahAbAhuH
sp001-000201_RV_01_1-17	Atmakarmakzamam svavyApArAnurUpam deham ASritaH prAptaH kzAtraH kzatrasambanDI Darma iva sTitaH
sp001-000202_RV_01_1-17	mUrtimAn parAkrama iva sTitaH ityutprekzA
sp001-000203_RV_01_1-17	sarveti
sp001-000204_RV_01_1-17	sarvAtiriktasAreRa sarveByaH BUteByaH aDikabalena
sp001-000205_RV_01_1-17	sAro bale sTirAMSe ca ityamaraH
sp001-000206_RV_01_1-17	sarvARi BUtAni tejasA aBiBavatIti sarvatejoBiBAvI tena
sp001-000207_RV_01_1-17	sarveByaH unnatena AtmanA SarIreRa
sp001-000208_RV_01_1-17	AtmA dehe DftO jIve svaBAve paramAtmani iti viSvaH
sp001-000209_RV_01_1-17	meruH iva
sp001-000210_RV_01_1-17	urvIm krAntvA Akramya sTitaH
sp001-000211_RV_01_1-17	merAvapi viSezaRAni tulyAni
sp001-000212_RV_01_1-17	azwABiSca surendrARAm mAtrABirnirmito nfpaH
sp001-000213_RV_01_1-17	tasmAd aBiBavatyeza sarvaBUtAni tejasA iti manuvacanAt rAjYaH sarvatejoBiBAvitvam jYeyam
sp001-000214_RV_01_1-17	AkAreti
sp001-000215_RV_01_1-17	AkAreRa mUrtyA sadfSI prajYA yasya saH prajYayA sadfSAgamaH prajYAnurUpa SAstrapariSramaH
sp001-000216_RV_01_1-17	AgamEH sadfSaH AramBaH karma yasya sa taToktaH
sp001-000217_RV_01_1-17	AraByata ityAramBaH karma
sp001-000218_RV_01_1-17	tatsadfSaH udayaH PalAsidDiH yasya sa taToktaH
sp001-000219_RV_01_1-17	BImeti
sp001-000220_RV_01_1-17	BImESca kAntESca nfpaguREH rAjaguREH tejaHpratApAdiBiH
sp001-000221_RV_01_1-17	kulaSIladAkziRyAdiBiSca saH dilIpaH upajIvinAm ASritAnAm
sp001-000222_RV_01_1-17	yAdoBiH jalajIvEH
sp001-000223_RV_01_1-17	yAdAMsijalajantavaH ityamaraH
sp001-000224_RV_01_1-17	ratnESca arRava iva
sp001-000225_RV_01_1-17	aDfzyaH anaBiBavanIyaH aBigamyaH ASrayaRIyaSca baBUva
sp001-000226_RV_01_1-17	reKeti
sp001-000227_RV_01_1-17	niyantuH Sikzakasya sAraTeSca tasya dilipasya sambanDinyaH
sp001-000228_RV_01_1-17	nemInAm cakraDArARAm vfttiriva vfttiH vyApAro yAsAm tAH
sp001-000229_RV_01_1-17	cakraDArA pratirnemiH iti yAdavaH
sp001-000230_RV_01_1-17	cakram raTANgam tasyAnte nemiH strI syAtpraDiHpumAn ityamaraH
sp001-000231_RV_01_1-17	prajAH A manoH manumAraBya ityaBiviDiH
sp001-000232_RV_01_1-17	padadvayam cEtat
sp001-000233_RV_01_1-17	samAsasya viBAzitatvAt
sp001-000234_RV_01_1-17	kzuRRAt aByastAt prahatAcca vartmanaH AcArapadDateH aDvanaSca param aDikam
sp001-000235_RV_01_1-17	itastata ityarTaH
sp001-000236_RV_01_1-17	reKA pramARam asyeti reKAmAtram reKApramARam
sp001-000237_RV_01_1-17	IzadapItyarTaH
sp001-000238_RV_01_1-17	pramARe dvayasajdaGnaYmAtracaH ityanena mAtracpratyayaH
sp001-000239_RV_01_1-17	paraSabdaviSezaRam cEtat
sp001-000240_RV_01_1-17	na vyatIyuH nAtikrAntavatyaH
sp001-000241_RV_01_1-17	kuSalasAraTiprezitA raTanemaya iva tasya prajAH purvakzuRRAmArgam na jahuriti BAvaH
sp001-000242_RV_01_18-25	prajAnAm iti
sp001-000243_RV_01_18-25	sa rAjA prajAnAm BUtyA arTAya BUtyarTam vfdDyarTameva
sp001-000244_RV_01_18-25	arTena saha nityasamAsaH sarvoliNgatA cu vaktavyA
sp001-000245_RV_01_18-25	grahaRakriyAviSezaRam cEtat
sp001-000246_RV_01_18-25	tAByaH prajAByaH valim zazWAMSarUpam karam agrahIt
sp001-000247_RV_01_18-25	BAgaDeyaH karo baliH ityamaraH
sp001-000248_RV_01_18-25	taTAhi
sp001-000249_RV_01_18-25	raviH sahasram guRAH yasminkarmaRi tadyaTA taTA sahasraguRam sahasraDA utsrazwum dAtum
sp001-000250_RV_01_18-25	utsarjanakriyAviSezaRam cEtat
sp001-000251_RV_01_18-25	rasam ambu Adatte gfhRAti
sp001-000252_RV_01_18-25	raso ganDe rase svAde tiktAdO vizayogayoH
sp001-000253_RV_01_18-25	SfNgArAdO drave vIrye dehaDAtvambupArade
sp001-000254_RV_01_18-25	iti viSvaH
sp001-000255_RV_01_18-25	samprati budDiSOryasampannasya tasya arTasADanezu parAnapekzatvam Aha
sp001-000256_RV_01_18-25	seneti
sp001-000257_RV_01_18-25	tasya rAjYaH senA caturaNgabalam
sp001-000258_RV_01_18-25	paricCAdyate aneneti paricCada upakaraRam baBUva
sp001-000259_RV_01_18-25	CatracAmarAditulyam aBUt ityarTaH
sp001-000260_RV_01_18-25	puMsi saYjYAyAm GaH prAyeRa iti GapratyayaH
sp001-000261_RV_01_18-25	CAderGeऽdyupasargasya iti upaDAhrasvaH
sp001-000262_RV_01_18-25	arTasya prayojanasya tu sADanam dvayameva
sp001-000263_RV_01_18-25	SAstrezu akuRWitA avyAhatA budDiH
sp001-000264_RV_01_18-25	vyApftA ityapi pAWaH
sp001-000265_RV_01_18-25	Danuzi AtatA AropitA
sp001-000266_RV_01_18-25	mOrvI jyA ca
sp001-000267_RV_01_18-25	mOrvI jyA SiYjinI guRaH ityamaraH
sp001-000268_RV_01_18-25	nItipuraHsarameva tasya SOryam aBUdityarTaH
sp001-000269_RV_01_18-25	rAjyamUlam mantrasaMrakzaRam tasya AsIdityAha
sp001-000270_RV_01_18-25	tasyeti
sp001-000271_RV_01_18-25	saMvftamantrasya guptavicArasya
sp001-000272_RV_01_18-25	vedaBede guptavAde mantraH ityamaraH
sp001-000273_RV_01_18-25	SokaharzAdisUcako BrukuwImuKarAgAdiH AkAraH
sp001-000274_RV_01_18-25	iNgitam cezwitam hfdayagatavikAro vA
sp001-000275_RV_01_18-25	iNgite hfdgato BAvo bahirAkAra AkftiH iti sajjanaH
sp001-000276_RV_01_18-25	gUQe AkAreNgite yasya
sp001-000277_RV_01_18-25	svaBAvacApalAt BramaparamparayA muKarAgAdiliNgEH vA atftIyagAmimantrasya tasya
sp001-000278_RV_01_18-25	prAraByanta iti prAramBAH sAmAdyupAyaprayogAH
sp001-000279_RV_01_18-25	prAgityavyayena pUrvajanmocyate
sp001-000280_RV_01_18-25	tatra BavAH prAktanAH
sp001-000281_RV_01_18-25	sAyaYciramprAhReprageऽvyayeByazwyuwyulO tuw ca ityanena wyulpratyayaH
sp001-000282_RV_01_18-25	saMskArAH pUrvakarmavAsanAH iva Palena kAryeRa anumeyAH anumAtum yogyAH Asan
sp001-000283_RV_01_18-25	atra yAjYavalkyaH mantramUlam yato rAjyam ato mantram surakzitam
sp001-000284_RV_01_18-25	kuryAdyaTA tanna viduH karmaRA mAPalodayAt iti
sp001-000285_RV_01_18-25	jugopeti
sp001-000286_RV_01_18-25	atrastaH aBItaH san
sp001-000287_RV_01_18-25	trasto BIruBIrukaBIlukAH ityamaraH
sp001-000288_RV_01_18-25	trAsopADim antareREva trivargasidDeH praTamasADanatvAdeva AtmAnam SarIram jugopa rakzitavAn
sp001-000289_RV_01_18-25	anAturaH arugRa eva Darmam sukftam Beje
sp001-000290_RV_01_18-25	arjitavAnityarTaH
sp001-000291_RV_01_18-25	agfDnuH agarDanaSIla eva arTam Adade svIkftavAn
sp001-000292_RV_01_18-25	gfDnustu garDanaH
sp001-000293_RV_01_18-25	lubDoऽBilAzukastfzRaksamO lolupaloluBO ityamaraH
sp001-000294_RV_01_18-25	trasigfDiDfzikzipeH knuH iti knupratyayaH
sp001-000295_RV_01_18-25	asaktaH AsaktirahitaH eva suKam anvaBUt
sp001-000296_RV_01_18-25	jYAna iti
sp001-000297_RV_01_18-25	jYAne paravfttAntajYAne satyapi mOnam vANniyamanam
sp001-000298_RV_01_18-25	yaTA Aha kAmandakaH nAnyopatApi vacanam mOnam vratacarizRutA iti
sp001-000299_RV_01_18-25	SaktO pratIkArasAmarTyeऽpi kzamA apakArasahanam
sp001-000300_RV_01_18-25	atra cARakyaH SaktAnAm BUzaRam kzamA iti
sp001-000301_RV_01_18-25	tyAge vitaraRe satyapi SlAGAyAH vikatTanasya viparyayo aBAvaH
sp001-000302_RV_01_18-25	atrAha manuH na dattvA parikIrtayet iti
sp001-000303_RV_01_18-25	itTam tasya guRAH jYAnAdayaH guREH virudDEH mOnAdiBiH anubanDitvAt sahacAritvAt
sp001-000304_RV_01_18-25	saha prasavo janma yezAm te saprasavAH sodarAH iva aBUvan
sp001-000305_RV_01_18-25	virudDA api guRAH tasmin avirODenEva sTitA ityarTaH
sp001-000306_RV_01_18-25	anAkfzweti
sp001-000307_RV_01_18-25	vizayEH SabdAdiBiH
sp001-000308_RV_01_18-25	rUpam Sabdo ganDarasasparSASca vizayA amI ityamaraH
sp001-000309_RV_01_18-25	anAkfzwasya avaSIkftasya vidyAnAm vedavedANgAdInAm pAradfSvanaH pAramantam dfzwavataH
sp001-000310_RV_01_18-25	dfSeH kvanip
sp001-000311_RV_01_18-25	Darmeratiyasya tasya rAjYaH jarasA jarayA vinA
sp001-000312_RV_01_18-25	visrasA jarA ityamaraH
sp001-000313_RV_01_18-25	zidBidAdiByoऽN ityaNpratyayaH
sp001-000314_RV_01_18-25	jarAyA jarasanyatarasyAm iti jarasAdeSaH
sp001-000315_RV_01_18-25	vfdDatvam vArDakam AsIt
sp001-000316_RV_01_18-25	tasya yUnoऽpi vizayavErAgyAdijYAnaguRasampattyA jYAnato vfdDatvam AsIdityarTaH
sp001-000317_RV_01_18-25	nATastu caturviDam vfdDatvam iti jYAtvA anAkfzwasya ityAdinA viSezaRatrayeRa vErAgyajYAnaSIlavfdDatvAni uktAnItyavocat
sp001-000318_RV_01_18-25	prajAnAm iti
sp001-000319_RV_01_18-25	prajAyanta iti prajA janAH
sp001-000320_RV_01_18-25	upasarge ca saYjYAyAm iti qapratyayaH
sp001-000321_RV_01_18-25	prajA syAt santatO jane ityamaraH
sp001-000322_RV_01_18-25	tAsAm vinayasva SikzAyAH ADAnAtkaraRAt
sp001-000323_RV_01_18-25	sanmArgapravartanAditi yAvat
sp001-000324_RV_01_18-25	rakzaRAt BayahetuByaH trARAt
sp001-000325_RV_01_18-25	ApannivAraRAditi yAvat
sp001-000326_RV_01_18-25	BaraRAt annapAnAdiBiH pozaRAdapi
sp001-000327_RV_01_18-25	apiH samuccaye
sp001-000328_RV_01_18-25	sa rAjA pitA aBUt
sp001-000329_RV_01_18-25	tAsAm pitarastu janmahetavaH janmamAtrakartAraH kevalam utpAdakAH eva aBUvan
sp001-000330_RV_01_18-25	jananamAtra eva pitfRAm vyApAraH
sp001-000331_RV_01_18-25	sadA SikzArakzaRAdikam tu sa eva karotIti tasmin pitftvavyapadeSaH
sp001-000332_RV_01_18-25	AhuSca sa pitA yastu pozakaH iti
sp001-000333_RV_01_18-25	sTityA iti
sp001-000334_RV_01_18-25	daRqam arhantIti daRqyAH
sp001-000335_RV_01_18-25	daRqAdiByo yaH iti yapratyayaH
sp001-000336_RV_01_18-25	adaRqyAn daRqayanrAjA daRqyAMScEvApyadaRqayan
sp001-000337_RV_01_18-25	ayaSo mahadApnoti narakam cEva gacCati
sp001-000338_RV_01_18-25	iti SAstravacanAt
sp001-000339_RV_01_18-25	tAn daRqyAneva sTityE lokapratizWAyE daRqayataH SikzayataH
sp001-000340_RV_01_18-25	prasUtaye santAnAyEva pariRetuH dArAn parigfhRataH
sp001-000341_RV_01_18-25	manIziRo viduzaH
